county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail,provisional,federal
Sussex,"Stanhope Boro, District 3",COUNTY COMMISSIONER,,REP,Christopher Carney,322,,,,,
Sussex,"Stanhope Boro, District 3",COUNTY COMMISSIONER,,REP,Alan Henderson,222,,,,,
Sussex,"Stanhope Boro, District 3",COUNTY COMMISSIONER,,,Write-In Totals,11,,,,,
Sussex,"Stanhope Boro, District 3",BOROUGH COUNCIL Stanhope Borough,,,No Nomination Made,0,,,,,
Sussex,"Stanhope Boro, District 3",BOROUGH COUNCIL Stanhope Borough,,,No Nomination Made,0,,,,,
Sussex,"Stanhope Boro, District 3",BOROUGH COUNCIL Stanhope Borough,,REP,Tyler Simpson,380,,,,,
Sussex,"Stanhope Boro, District 3",BOROUGH COUNCIL Stanhope Borough,,REP,William Thornton,342,,,,,
Sussex,"Stanhope Boro, District 3",BOROUGH COUNCIL Stanhope Borough,,,Write-In Totals,15,,,,,
Sussex,"Stanhope Boro, District 3",MEMBERSHIP TO BOE - Stanhope Boro,,,Najib Iftikhar,295,,,,,
Sussex,"Stanhope Boro, District 3",MEMBERSHIP TO BOE - Stanhope Boro,,,Avery Quayle-Badolato,367,,,,,
Sussex,"Stanhope Boro, District 3",MEMBERSHIP TO BOE - Stanhope Boro,,,Write-In Totals,15,,,,,
Sussex,"Stanhope Boro, District 3",CANNABIS QUESTION REFERENDUM Stanhope Borough,,,Yes,317,,,,,
Sussex,"Stanhope Boro, District 3",CANNABIS QUESTION REFERENDUM Stanhope Borough,,,No,267,,,,,
Sussex,"Stillwater Twp, District 1",Registered Voters,,,,1342,,,,,
Sussex,"Stillwater Twp, District 1",Ballots Cast,,,,1011,164,683,154,8,2
Sussex,"Stillwater Twp, District 1",President,,DEM,Kamala D. Harris,343,,,,,
Sussex,"Stillwater Twp, District 1",President,,REP,Donald J. Trump,655,,,,,
Sussex,"Stillwater Twp, District 1",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Stillwater Twp, District 1",President,,IND,Robert F. Kennedy Jr.,3,,,,,
Sussex,"Stillwater Twp, District 1",President,,LIB,Chase Oliver,2,,,,,
Sussex,"Stillwater Twp, District 1",President,,GRN,Jill Stein,0,,,,,
Sussex,"Stillwater Twp, District 1",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Stillwater Twp, District 1",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Stillwater Twp, District 1",President,,,Joseph Kishore,0,,,,,
Sussex,"Stillwater Twp, District 1",President,,,Write-In Totals,3,,,,,
Sussex,"Stillwater Twp, District 1",U.S. Senate,,DEM,Andy Kim,317,,,,,
Sussex,"Stillwater Twp, District 1",U.S. Senate,,REP,Curtis Bashaw,622,,,,,
Sussex,"Stillwater Twp, District 1",U.S. Senate,,SWP,Joanne Kuniansky,5,,,,,
Sussex,"Stillwater Twp, District 1",U.S. Senate,,GRN,Christina Khalil,9,,,,,
Sussex,"Stillwater Twp, District 1",U.S. Senate,,,Patricia G. Mooneyham,1,,,,,
Sussex,"Stillwater Twp, District 1",U.S. Senate,,LIB,Kenneth R. Kaplan,15,,,,,
Sussex,"Stillwater Twp, District 1",U.S. Senate,,,Write-In Totals,1,,,,,
Sussex,"Stillwater Twp, District 1",U.S.House,7,DEM,Sue Altman,309,,,,,
Sussex,"Stillwater Twp, District 1",U.S.House,7,REP,Thomas H. Kean Jr.,616,,,,,
Sussex,"Stillwater Twp, District 1",U.S.House,7,GRN,Andrew Black,19,,,,,
Sussex,"Stillwater Twp, District 1",U.S.House,7,LIB,Lana Leguia,14,,,,,
Sussex,"Stillwater Twp, District 1",U.S.House,7,,Write-In Totals,1,,,,,
Sussex,"Stillwater Twp, District 1",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,313,,,,,
Sussex,"Stillwater Twp, District 1",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Stillwater Twp, District 1",COUNTY COMMISSIONER,,REP,Christopher Carney,614,,,,,
Sussex,"Stillwater Twp, District 1",COUNTY COMMISSIONER,,REP,Alan Henderson,511,,,,,
Sussex,"Stillwater Twp, District 1",COUNTY COMMISSIONER,,,Write-In Totals,21,,,,,
Sussex,"Stillwater Twp, District 1",TOWNSHIP COMMITTEE Stillwater Township,,,No Nomination Made,0,,,,,
Sussex,"Stillwater Twp, District 1",TOWNSHIP COMMITTEE Stillwater Township,,,No Nomination Made,0,,,,,
Sussex,"Stillwater Twp, District 1",TOWNSHIP COMMITTEE Stillwater Township,,REP,David F. Manser,706,,,,,
Sussex,"Stillwater Twp, District 1",TOWNSHIP COMMITTEE Stillwater Township,,REP,George E. Scott,603,,,,,
Sussex,"Stillwater Twp, District 1",TOWNSHIP COMMITTEE Stillwater Township,,,Write-In Totals,43,,,,,
Sussex,"Stillwater Twp, District 1",MEMBERSHIP TO BOE - Kittatinny Rgnl - Stillwater Twp,,,Moira Douglas,736,,,,,
Sussex,"Stillwater Twp, District 1",MEMBERSHIP TO BOE - Kittatinny Rgnl - Stillwater Twp,,,Write-In Totals,24,,,,,
Sussex,"Stillwater Twp, District 1",MEMBERSHIP TO BOE - Stillwater Twp,,,Margaret Frey,641,,,,,
Sussex,"Stillwater Twp, District 1",MEMBERSHIP TO BOE - Stillwater Twp,,,Cheryl Williver,616,,,,,
Sussex,"Stillwater Twp, District 1",MEMBERSHIP TO BOE - Stillwater Twp,,,Darrick Franek,632,,,,,
Sussex,"Stillwater Twp, District 1",MEMBERSHIP TO BOE - Stillwater Twp,,,Write-In Totals,37,,,,,
Sussex,"Stillwater Twp, District 2",Registered Voters,,,,1240,,,,,
Sussex,"Stillwater Twp, District 2",Ballots Cast,,,,888,194,553,131,7,3
Sussex,"Stillwater Twp, District 2",President,,DEM,Kamala D. Harris,302,,,,,
Sussex,"Stillwater Twp, District 2",President,,REP,Donald J. Trump,570,,,,,
Sussex,"Stillwater Twp, District 2",President,,CST,Randall A. Terry,2,,,,,
Sussex,"Stillwater Twp, District 2",President,,IND,Robert F. Kennedy Jr.,6,,,,,
Sussex,"Stillwater Twp, District 2",President,,LIB,Chase Oliver,1,,,,,
Sussex,"Stillwater Twp, District 2",President,,GRN,Jill Stein,3,,,,,
Sussex,"Stillwater Twp, District 2",President,,,Claudia De la Cruz,1,,,,,
Sussex,"Stillwater Twp, District 2",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Stillwater Twp, District 2",President,,,Joseph Kishore,0,,,,,
Sussex,"Stillwater Twp, District 2",President,,,Write-In Totals,3,,,,,
Sussex,"Stillwater Twp, District 2",U.S. Senate,,DEM,Andy Kim,289,,,,,
Sussex,"Stillwater Twp, District 2",U.S. Senate,,REP,Curtis Bashaw,557,,,,,
Sussex,"Stillwater Twp, District 2",U.S. Senate,,SWP,Joanne Kuniansky,7,,,,,
Sussex,"Stillwater Twp, District 2",U.S. Senate,,GRN,Christina Khalil,4,,,,,
Sussex,"Stillwater Twp, District 2",U.S. Senate,,,Patricia G. Mooneyham,1,,,,,
Sussex,"Stillwater Twp, District 2",U.S. Senate,,LIB,Kenneth R. Kaplan,9,,,,,
Sussex,"Stillwater Twp, District 2",U.S. Senate,,,Write-In Totals,1,,,,,
Sussex,"Stillwater Twp, District 2",U.S.House,7,DEM,Sue Altman,276,,,,,
Sussex,"Stillwater Twp, District 2",U.S.House,7,REP,Thomas H. Kean Jr.,550,,,,,
Sussex,"Stillwater Twp, District 2",U.S.House,7,GRN,Andrew Black,16,,,,,
Sussex,"Stillwater Twp, District 2",U.S.House,7,LIB,Lana Leguia,7,,,,,
Sussex,"Stillwater Twp, District 2",U.S.House,7,,Write-In Totals,1,,,,,
Sussex,"Stillwater Twp, District 2",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,273,,,,,
Sussex,"Stillwater Twp, District 2",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Stillwater Twp, District 2",COUNTY COMMISSIONER,,REP,Christopher Carney,579,,,,,
Sussex,"Stillwater Twp, District 2",COUNTY COMMISSIONER,,REP,Alan Henderson,471,,,,,
Sussex,"Stillwater Twp, District 2",COUNTY COMMISSIONER,,,Write-In Totals,16,,,,,
Sussex,"Stillwater Twp, District 2",TOWNSHIP COMMITTEE Stillwater Township,,,No Nomination Made,0,,,,,
Sussex,"Stillwater Twp, District 2",TOWNSHIP COMMITTEE Stillwater Township,,,No Nomination Made,0,,,,,
Sussex,"Stillwater Twp, District 2",TOWNSHIP COMMITTEE Stillwater Township,,REP,David F. Manser,656,,,,,
Sussex,"Stillwater Twp, District 2",TOWNSHIP COMMITTEE Stillwater Township,,REP,George E. Scott,586,,,,,
Sussex,"Stillwater Twp, District 2",TOWNSHIP COMMITTEE Stillwater Township,,,Write-In Totals,30,,,,,
Sussex,"Stillwater Twp, District 2",MEMBERSHIP TO BOE - Kittatinny Rgnl - Stillwater Twp,,,Moira Douglas,670,,,,,
Sussex,"Stillwater Twp, District 2",MEMBERSHIP TO BOE - Kittatinny Rgnl - Stillwater Twp,,,Write-In Totals,11,,,,,
Sussex,"Stillwater Twp, District 2",MEMBERSHIP TO BOE - Stillwater Twp,,,Margaret Frey,597,,,,,
Sussex,"Stillwater Twp, District 2",MEMBERSHIP TO BOE - Stillwater Twp,,,Cheryl Williver,577,,,,,
Sussex,"Stillwater Twp, District 2",MEMBERSHIP TO BOE - Stillwater Twp,,,Darrick Franek,588,,,,,
Sussex,"Stillwater Twp, District 2",MEMBERSHIP TO BOE - Stillwater Twp,,,Write-In Totals,7,,,,,
Sussex,"Stillwater Twp, District 3",Registered Voters,,,,914,,,,,
Sussex,"Stillwater Twp, District 3",Ballots Cast,,,,676,185,353,134,4,0
Sussex,"Stillwater Twp, District 3",President,,DEM,Kamala D. Harris,269,,,,,
Sussex,"Stillwater Twp, District 3",President,,REP,Donald J. Trump,384,,,,,
Sussex,"Stillwater Twp, District 3",President,,CST,Randall A. Terry,1,,,,,
Sussex,"Stillwater Twp, District 3",President,,IND,Robert F. Kennedy Jr.,9,,,,,
Sussex,"Stillwater Twp, District 3",President,,LIB,Chase Oliver,3,,,,,
Sussex,"Stillwater Twp, District 3",President,,GRN,Jill Stein,3,,,,,
Sussex,"Stillwater Twp, District 3",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Stillwater Twp, District 3",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Stillwater Twp, District 3",President,,,Joseph Kishore,2,,,,,
Sussex,"Stillwater Twp, District 3",President,,,Write-In Totals,2,,,,,
Sussex,"Stillwater Twp, District 3",U.S. Senate,,DEM,Andy Kim,236,,,,,
Sussex,"Stillwater Twp, District 3",U.S. Senate,,REP,Curtis Bashaw,383,,,,,
Sussex,"Stillwater Twp, District 3",U.S. Senate,,SWP,Joanne Kuniansky,1,,,,,
Sussex,"Stillwater Twp, District 3",U.S. Senate,,GRN,Christina Khalil,13,,,,,
Sussex,"Stillwater Twp, District 3",U.S. Senate,,,Patricia G. Mooneyham,6,,,,,
Sussex,"Stillwater Twp, District 3",U.S. Senate,,LIB,Kenneth R. Kaplan,16,,,,,
Sussex,"Stillwater Twp, District 3",U.S. Senate,,,Write-In Totals,0,,,,,
Sussex,"Stillwater Twp, District 3",U.S.House,7,DEM,Sue Altman,240,,,,,
Sussex,"Stillwater Twp, District 3",U.S.House,7,REP,Thomas H. Kean Jr.,372,,,,,
Sussex,"Stillwater Twp, District 3",U.S.House,7,GRN,Andrew Black,19,,,,,
Sussex,"Stillwater Twp, District 3",U.S.House,7,LIB,Lana Leguia,14,,,,,
Sussex,"Stillwater Twp, District 3",U.S.House,7,,Write-In Totals,0,,,,,
Sussex,"Stillwater Twp, District 3",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,257,,,,,
Sussex,"Stillwater Twp, District 3",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Stillwater Twp, District 3",COUNTY COMMISSIONER,,REP,Christopher Carney,398,,,,,
Sussex,"Stillwater Twp, District 3",COUNTY COMMISSIONER,,REP,Alan Henderson,309,,,,,
Sussex,"Stillwater Twp, District 3",COUNTY COMMISSIONER,,,Write-In Totals,10,,,,,
Sussex,"Stillwater Twp, District 3",TOWNSHIP COMMITTEE Stillwater Township,,,No Nomination Made,0,,,,,
Sussex,"Stillwater Twp, District 3",TOWNSHIP COMMITTEE Stillwater Township,,,No Nomination Made,0,,,,,
Sussex,"Stillwater Twp, District 3",TOWNSHIP COMMITTEE Stillwater Township,,REP,David F. Manser,463,,,,,
Sussex,"Stillwater Twp, District 3",TOWNSHIP COMMITTEE Stillwater Township,,REP,George E. Scott,418,,,,,
Sussex,"Stillwater Twp, District 3",TOWNSHIP COMMITTEE Stillwater Township,,,Write-In Totals,26,,,,,
Sussex,"Stillwater Twp, District 3",MEMBERSHIP TO BOE - Kittatinny Rgnl - Stillwater Twp,,,Moira Douglas,534,,,,,
Sussex,"Stillwater Twp, District 3",MEMBERSHIP TO BOE - Kittatinny Rgnl - Stillwater Twp,,,Write-In Totals,12,,,,,
Sussex,"Stillwater Twp, District 3",MEMBERSHIP TO BOE - Stillwater Twp,,,Margaret Frey,429,,,,,
Sussex,"Stillwater Twp, District 3",MEMBERSHIP TO BOE - Stillwater Twp,,,Cheryl Williver,463,,,,,
Sussex,"Stillwater Twp, District 3",MEMBERSHIP TO BOE - Stillwater Twp,,,Darrick Franek,423,,,,,
Sussex,"Stillwater Twp, District 3",MEMBERSHIP TO BOE - Stillwater Twp,,,Write-In Totals,13,,,,,
Sussex,"Sussex Boro, District 1",Registered Voters,,,,1537,,,,,
Sussex,"Sussex Boro, District 1",Ballots Cast,,,,940,348,488,89,9,6
Sussex,"Sussex Boro, District 1",President,,DEM,Kamala D. Harris,309,,,,,
Sussex,"Sussex Boro, District 1",President,,REP,Donald J. Trump,608,,,,,
Sussex,"Sussex Boro, District 1",President,,CST,Randall A. Terry,2,,,,,
Sussex,"Sussex Boro, District 1",President,,IND,Robert F. Kennedy Jr.,7,,,,,
Sussex,"Sussex Boro, District 1",President,,LIB,Chase Oliver,3,,,,,
Sussex,"Sussex Boro, District 1",President,,GRN,Jill Stein,4,,,,,
Sussex,"Sussex Boro, District 1",President,,,Claudia De la Cruz,1,,,,,
Sussex,"Sussex Boro, District 1",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Sussex Boro, District 1",President,,,Joseph Kishore,0,,,,,
Sussex,"Sussex Boro, District 1",President,,,Write-In Totals,4,,,,,
Sussex,"Sussex Boro, District 1",U.S. Senate,,DEM,Andy Kim,301,,,,,
Sussex,"Sussex Boro, District 1",U.S. Senate,,REP,Curtis Bashaw,558,,,,,
Sussex,"Sussex Boro, District 1",U.S. Senate,,SWP,Joanne Kuniansky,8,,,,,
Sussex,"Sussex Boro, District 1",U.S. Senate,,GRN,Christina Khalil,15,,,,,
Sussex,"Sussex Boro, District 1",U.S. Senate,,,Patricia G. Mooneyham,2,,,,,
Sussex,"Sussex Boro, District 1",U.S. Senate,,LIB,Kenneth R. Kaplan,17,,,,,
Sussex,"Sussex Boro, District 1",U.S. Senate,,,Write-In Totals,2,,,,,
Sussex,"Sussex Boro, District 1",U.S.House,5,DEM,Josh Gottheimer,348,,,,,
Sussex,"Sussex Boro, District 1",U.S.House,5,REP,Mary Jo Guinchard,525,,,,,
Sussex,"Sussex Boro, District 1",U.S.House,5,GRN,Beau Forte,10,,,,,
Sussex,"Sussex Boro, District 1",U.S.House,5,LIB,James Tosone,16,,,,,
Sussex,"Sussex Boro, District 1",U.S.House,5,,Aamir Arif,2,,,,,
Sussex,"Sussex Boro, District 1",U.S.House,5,,Write-In Totals,1,,,,,
Sussex,"Sussex Boro, District 1",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,305,,,,,
Sussex,"Sussex Boro, District 1",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Sussex Boro, District 1",COUNTY COMMISSIONER,,REP,Christopher Carney,541,,,,,
Sussex,"Sussex Boro, District 1",COUNTY COMMISSIONER,,REP,Alan Henderson,405,,,,,
Sussex,"Sussex Boro, District 1",COUNTY COMMISSIONER,,,Write-In Totals,12,,,,,
Sussex,"Sussex Boro, District 1",BOROUGH COUNCIL Sussex Borough,,,No Nomination Made,0,,,,,
Sussex,"Sussex Boro, District 1",BOROUGH COUNCIL Sussex Borough,,,No Nomination Made,0,,,,,
Sussex,"Sussex Boro, District 1",BOROUGH COUNCIL Sussex Borough,,REP,Frank Dykstra,634,,,,,
Sussex,"Sussex Boro, District 1",BOROUGH COUNCIL Sussex Borough,,REP,Charles H. Fronheiser Jr.,458,,,,,
Sussex,"Sussex Boro, District 1",BOROUGH COUNCIL Sussex Borough,,,Write-In Totals,59,,,,,
Sussex,"Sussex Boro, District 1",MEMBERSHIP TO BOE - High Point Rgnl - Sussex Boro 2 YR,,,Nanette Fandino-Diaz,691,,,,,
Sussex,"Sussex Boro, District 1",MEMBERSHIP TO BOE - High Point Rgnl - Sussex Boro 2 YR,,,Write-In Totals,38,,,,,
Sussex,"Vernon Twp, District 1",Registered Voters,,,,912,,,,,
Sussex,"Vernon Twp, District 1",Ballots Cast,,,,645,176,382,84,2,1
Sussex,"Vernon Twp, District 1",President,,DEM,Kamala D. Harris,260,,,,,
Sussex,"Vernon Twp, District 1",President,,REP,Donald J. Trump,376,,,,,
Sussex,"Vernon Twp, District 1",President,,CST,Randall A. Terry,2,,,,,
Sussex,"Vernon Twp, District 1",President,,IND,Robert F. Kennedy Jr.,1,,,,,
Sussex,"Vernon Twp, District 1",President,,LIB,Chase Oliver,3,,,,,
Sussex,"Vernon Twp, District 1",President,,GRN,Jill Stein,2,,,,,
Sussex,"Vernon Twp, District 1",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Vernon Twp, District 1",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Vernon Twp, District 1",President,,,Joseph Kishore,0,,,,,
Sussex,"Vernon Twp, District 1",President,,,Write-In Totals,1,,,,,
Sussex,"Vernon Twp, District 1",U.S. Senate,,DEM,Andy Kim,247,,,,,
Sussex,"Vernon Twp, District 1",U.S. Senate,,REP,Curtis Bashaw,353,,,,,
Sussex,"Vernon Twp, District 1",U.S. Senate,,SWP,Joanne Kuniansky,2,,,,,
Sussex,"Vernon Twp, District 1",U.S. Senate,,GRN,Christina Khalil,7,,,,,
Sussex,"Vernon Twp, District 1",U.S. Senate,,,Patricia G. Mooneyham,5,,,,,
Sussex,"Vernon Twp, District 1",U.S. Senate,,LIB,Kenneth R. Kaplan,7,,,,,
Sussex,"Vernon Twp, District 1",U.S. Senate,,,Write-In Totals,0,,,,,
Sussex,"Vernon Twp, District 1",U.S.House,5,DEM,Josh Gottheimer,271,,,,,
Sussex,"Vernon Twp, District 1",U.S.House,5,REP,Mary Jo Guinchard,332,,,,,
Sussex,"Vernon Twp, District 1",U.S.House,5,GRN,Beau Forte,10,,,,,
Sussex,"Vernon Twp, District 1",U.S.House,5,LIB,James Tosone,6,,,,,
Sussex,"Vernon Twp, District 1",U.S.House,5,,Aamir Arif,2,,,,,
Sussex,"Vernon Twp, District 1",U.S.House,5,,Write-In Totals,1,,,,,
Sussex,"Vernon Twp, District 1",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,249,,,,,
Sussex,"Vernon Twp, District 1",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Vernon Twp, District 1",COUNTY COMMISSIONER,,REP,Christopher Carney,354,,,,,
Sussex,"Vernon Twp, District 1",COUNTY COMMISSIONER,,REP,Alan Henderson,223,,,,,
Sussex,"Vernon Twp, District 1",COUNTY COMMISSIONER,,,Write-In Totals,12,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,John Kraus,257,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Brian P. Fisher,234,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Melissa Brock,302,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Joanne Houghtaling,85,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Ariel R. Lazo,83,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Carolyn Ross,212,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Emmett A. McDowell,78,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Write-In Totals,2,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Raymond Zimmerman,300,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Debbie Coulson,213,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Write-In Totals,2,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Stephanie J. Vecharello,212,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Alice Nickalls,166,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Rose Ahearn,148,,,,,
Sussex,"Vernon Twp, District 1",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Write-In Totals,2,,,,,
Sussex,"Vernon Twp, District 2",Registered Voters,,,,788,,,,,
Sussex,"Vernon Twp, District 2",Ballots Cast,,,,562,150,359,51,2,0
Sussex,"Vernon Twp, District 2",President,,DEM,Kamala D. Harris,207,,,,,
Sussex,"Vernon Twp, District 2",President,,REP,Donald J. Trump,343,,,,,
Sussex,"Vernon Twp, District 2",President,,CST,Randall A. Terry,1,,,,,
Sussex,"Vernon Twp, District 2",President,,IND,Robert F. Kennedy Jr.,5,,,,,
Sussex,"Vernon Twp, District 2",President,,LIB,Chase Oliver,1,,,,,
Sussex,"Vernon Twp, District 2",President,,GRN,Jill Stein,4,,,,,
Sussex,"Vernon Twp, District 2",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Vernon Twp, District 2",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Vernon Twp, District 2",President,,,Joseph Kishore,0,,,,,
Sussex,"Vernon Twp, District 2",President,,,Write-In Totals,1,,,,,
Sussex,"Vernon Twp, District 2",U.S. Senate,,DEM,Andy Kim,203,,,,,
Sussex,"Vernon Twp, District 2",U.S. Senate,,REP,Curtis Bashaw,314,,,,,
Sussex,"Vernon Twp, District 2",U.S. Senate,,SWP,Joanne Kuniansky,0,,,,,
Sussex,"Vernon Twp, District 2",U.S. Senate,,GRN,Christina Khalil,11,,,,,
Sussex,"Vernon Twp, District 2",U.S. Senate,,,Patricia G. Mooneyham,2,,,,,
Sussex,"Vernon Twp, District 2",U.S. Senate,,LIB,Kenneth R. Kaplan,4,,,,,
Sussex,"Vernon Twp, District 2",U.S. Senate,,,Write-In Totals,5,,,,,
Sussex,"Vernon Twp, District 2",U.S.House,5,DEM,Josh Gottheimer,223,,,,,
Sussex,"Vernon Twp, District 2",U.S.House,5,REP,Mary Jo Guinchard,304,,,,,
Sussex,"Vernon Twp, District 2",U.S.House,5,GRN,Beau Forte,7,,,,,
Sussex,"Vernon Twp, District 2",U.S.House,5,LIB,James Tosone,4,,,,,
Sussex,"Vernon Twp, District 2",U.S.House,5,,Aamir Arif,1,,,,,
Sussex,"Vernon Twp, District 2",U.S.House,5,,Write-In Totals,1,,,,,
Sussex,"Vernon Twp, District 2",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,194,,,,,
Sussex,"Vernon Twp, District 2",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Vernon Twp, District 2",COUNTY COMMISSIONER,,REP,Christopher Carney,349,,,,,
Sussex,"Vernon Twp, District 2",COUNTY COMMISSIONER,,REP,Alan Henderson,231,,,,,
Sussex,"Vernon Twp, District 2",COUNTY COMMISSIONER,,,Write-In Totals,10,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,John Kraus,253,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Brian P. Fisher,210,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Melissa Brock,254,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Joanne Houghtaling,112,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Ariel R. Lazo,76,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Carolyn Ross,174,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Emmett A. McDowell,83,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Write-In Totals,6,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Raymond Zimmerman,294,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Debbie Coulson,167,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Write-In Totals,6,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Stephanie J. Vecharello,177,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Alice Nickalls,144,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Rose Ahearn,135,,,,,
Sussex,"Vernon Twp, District 2",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Write-In Totals,4,,,,,
Sussex,"Vernon Twp, District 3",Registered Voters,,,,898,,,,,
Sussex,"Vernon Twp, District 3",Ballots Cast,,,,614,146,381,79,6,2
Sussex,"Vernon Twp, District 3",President,,DEM,Kamala D. Harris,213,,,,,
Sussex,"Vernon Twp, District 3",President,,REP,Donald J. Trump,386,,,,,
Sussex,"Vernon Twp, District 3",President,,CST,Randall A. Terry,2,,,,,
Sussex,"Vernon Twp, District 3",President,,IND,Robert F. Kennedy Jr.,4,,,,,
Sussex,"Vernon Twp, District 3",President,,LIB,Chase Oliver,2,,,,,
Sussex,"Vernon Twp, District 3",President,,GRN,Jill Stein,3,,,,,
Sussex,"Vernon Twp, District 3",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Vernon Twp, District 3",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Vernon Twp, District 3",President,,,Joseph Kishore,0,,,,,
Sussex,"Vernon Twp, District 3",President,,,Write-In Totals,1,,,,,
Sussex,"Vernon Twp, District 3",U.S. Senate,,DEM,Andy Kim,219,,,,,
Sussex,"Vernon Twp, District 3",U.S. Senate,,REP,Curtis Bashaw,353,,,,,
Sussex,"Vernon Twp, District 3",U.S. Senate,,SWP,Joanne Kuniansky,2,,,,,
Sussex,"Vernon Twp, District 3",U.S. Senate,,GRN,Christina Khalil,10,,,,,
Sussex,"Vernon Twp, District 3",U.S. Senate,,,Patricia G. Mooneyham,2,,,,,
Sussex,"Vernon Twp, District 3",U.S. Senate,,LIB,Kenneth R. Kaplan,4,,,,,
Sussex,"Vernon Twp, District 3",U.S. Senate,,,Write-In Totals,0,,,,,
